RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
3229,99640197,Lopez,827,France,Female,83,8,75886.34,2,1,1,61618.59,0,1,4,PLATINUM,98
3230,22471549,Gonzalez,674,France,Male,54,1,206192.86,4,1,1,14480.21,1,1,3,SILVER,505
3231,82352337,Lopez,339,France,Male,76,6,174401.42,4,0,0,130504.27,0,0,1,DIAMOND,32
3232,76470022,Williams,770,Germany,Female,22,9,192227.72,3,1,1,174794.68,0,1,4,PLATINUM,3
3233,62190547,Martinez,782,Germany,Male,20,0,197691.54,2,0,0,149829.68,0,0,1,PLATINUM,556
3234,40570818,Taylor,789,France,Male,62,2,34039.84,3,1,0,2578.94,0,1,1,DIAMOND,206
3235,22587318,Jackson,592,Spain,Female,20,1,205923.08,4,0,0,134122.99,1,0,5,PLATINUM,905
3236,95739415,Brown,698,Spain,Female,80,7,182278.36,1,0,0,113541.75,0,0,5,DIAMOND,489
3237,79637570,Davis,541,France,Female,76,2,145600.23,1,0,1,146834.45,0,0,3,DIAMOND,791
3238,80449534,Rodriguez,447,Germany,Male,22,2,138101.57,1,0,1,89271.7,0,1,5,GOLD,10
3239,16582219,Miller,743,France,Male,87,2,167421.38,3,0,1,123879.31,0,1,2,PLATINUM,554
3240,75740052,Anderson,377,Germany,Male,84,2,246187.87,2,0,1,157974.37,1,1,4,PLATINUM,514
3241,60650402,Johnson,750,Germany,Female,79,6,96000.88,2,1,1,85851.79,1,1,5,PLATINUM,500
3242,72246612,Smith,730,France,Male,54,3,23612.72,1,1,1,15522.82,0,1,3,GOLD,43
3243,46477037,Jackson,343,France,Female,56,6,123161.28,3,1,1,15839.5,0,0,5,PLATINUM,508
3244,84209432,Martin,581,Germany,Female,27,9,18699.95,1,0,0,18435.36,0,0,3,PLATINUM,92
3245,94617560,Martin,522,Germany,Male,90,8,37184.36,2,0,0,147691.12,0,1,1,DIAMOND,258
3246,45650933,Martinez,537,Spain,Female,37,10,134373.49,4,0,1,132522.2,1,0,4,PLATINUM,385
3247,34794074,Garcia,661,Spain,Female,54,6,128692.05,3,0,1,105780.12,0,0,4,GOLD,538
3248,32367236,Gonzalez,379,Spain,Male,96,8,128883.28,1,0,1,189910.71,1,0,3,PLATINUM,995
3249,71355413,Jones,643,France,Female,33,0,233980.06,2,1,0,84582.9,1,0,2,SILVER,799
3250,53666651,Williams,301,Spain,Female,80,4,132454.45,2,0,0,56409.89,1,0,1,DIAMOND,215
3251,12907313,Jones,330,France,Female,93,10,63269.3,1,1,1,20453.95,0,0,4,PLATINUM,140
3252,25157976,Hernandez,684,France,Male,91,1,158290.71,3,0,1,15104.61,1,0,5,SILVER,696
3253,80356281,Wilson,580,Germany,Male,45,1,234848.16,1,1,0,31776.95,1,1,5,DIAMOND,783
3254,60873005,Wilson,838,Spain,Female,83,3,46911.46,3,1,0,169728.03,1,1,1,DIAMOND,958
3255,51575488,Martinez,701,France,Male,78,0,35016.57,4,0,1,19137.33,1,1,1,GOLD,489
3256,11011161,Thomas,580,Germany,Female,20,3,154160.28,4,0,1,51427.38,0,0,4,GOLD,505
3257,36215899,Martin,317,Germany,Male,100,5,18747.3,2,1,0,31347.79,0,1,3,SILVER,276
3258,44571316,Garcia,452,France,Male,80,8,142900.06,4,0,1,89518.85,1,1,3,GOLD,794
3259,70439381,Johnson,804,Spain,Male,38,3,172238.82,4,1,0,132300.38,1,1,2,SILVER,820
3260,30376264,Williams,378,France,Female,77,6,13255.74,2,1,1,107396.12,0,0,2,GOLD,693
3261,76298924,Moore,436,Spain,Female,42,9,100543.92,3,1,1,103357.49,1,1,5,GOLD,266
3262,85134913,Smith,449,Spain,Male,22,7,79355.84,1,0,0,40699.77,1,1,4,SILVER,89
3263,50594720,Gonzalez,845,Spain,Female,100,2,170610.76,1,0,1,110086.3,0,1,5,PLATINUM,973
3264,76739743,Rodriguez,660,Spain,Male,20,4,34489.45,1,0,0,6999.51,1,0,4,SILVER,297
3265,65816011,Moore,569,France,Female,98,9,174346.94,3,1,1,109254.66,0,1,5,GOLD,720
3266,67074418,Martin,636,France,Female,44,10,206819.85,2,1,0,139543.2,1,1,2,GOLD,930
3267,65666037,Jackson,487,France,Male,22,0,152468.09,3,1,1,78543.69,1,1,1,DIAMOND,602
3268,62129443,Smith,721,Germany,Male,37,2,52380.86,4,1,1,187944.73,0,0,4,DIAMOND,313
3269,39643151,Anderson,660,Spain,Male,40,9,134980.7,1,1,0,74874.91,0,1,1,SILVER,821
3270,59708135,Hernandez,530,Spain,Male,92,1,87740.45,1,1,0,25221.34,1,0,1,SILVER,991
3271,21622204,Williams,838,Spain,Female,39,5,142838.55,1,0,1,162197.15,1,1,2,SILVER,791
3272,93463941,Brown,519,Germany,Male,64,7,243392.73,1,0,1,111208.77,0,1,3,DIAMOND,804
3273,20752648,Miller,546,Spain,Female,69,10,248391.57,4,0,1,190235.74,0,0,4,SILVER,69
3274,65040965,Moore,309,Spain,Female,43,10,225095.82,4,0,0,95281.58,1,1,4,SILVER,569
3275,48085082,Taylor,798,Germany,Female,98,6,21767.27,3,1,1,70497.83,1,0,4,GOLD,416
3276,10097593,Wilson,486,Germany,Male,67,9,156081.77,2,0,1,165772.82,1,0,2,GOLD,563
3277,93542847,Brown,813,Germany,Male,31,9,149524.8,1,0,1,178810.19,1,1,1,GOLD,563
3278,21150670,Jackson,462,Spain,Male,60,8,94532.76,2,0,0,140614.93,1,1,3,DIAMOND,618
3279,89240757,Jackson,842,Spain,Male,94,2,29522.92,2,0,0,143325.11,0,0,2,SILVER,561
3280,81315491,Moore,631,France,Female,62,2,41784.73,1,0,1,122139.16,0,0,3,PLATINUM,634
3281,95026320,Williams,448,France,Female,90,0,65232.07,1,1,1,179437.0,1,1,4,PLATINUM,346
3282,45735717,Moore,654,France,Male,75,9,113434.33,4,0,1,74478.67,0,0,1,GOLD,401
3283,17562744,Smith,383,France,Female,18,1,226325.57,4,1,0,59381.76,0,0,3,SILVER,252
3284,12784839,Rodriguez,741,Spain,Female,49,2,185116.68,1,0,0,69330.2,0,0,4,PLATINUM,52
3285,60125990,Johnson,402,France,Male,75,6,239589.46,1,0,0,50907.34,0,1,3,GOLD,984
3286,63018188,Johnson,841,France,Male,68,2,109134.63,1,0,1,196178.07,1,0,5,DIAMOND,423
3287,22622848,Smith,450,France,Female,47,5,46861.5,1,1,0,4954.07,1,1,2,PLATINUM,118
3288,94399550,Brown,497,Germany,Female,27,5,232438.06,2,0,1,88924.31,1,1,5,DIAMOND,596
3289,54722061,Miller,452,France,Female,81,8,12917.42,2,1,1,58064.54,0,0,4,PLATINUM,92
3290,51706877,Jackson,654,France,Female,37,3,72946.34,1,0,0,144621.82,0,0,4,DIAMOND,187
3291,69212100,Gonzalez,538,France,Male,48,8,137054.44,2,1,1,111984.75,0,0,5,SILVER,384
3292,71805996,Miller,544,Spain,Female,57,6,18732.11,2,0,0,161683.71,1,0,3,SILVER,871
3293,16966312,Moore,361,France,Female,41,6,50725.64,1,1,0,55314.04,0,1,4,PLATINUM,516
3294,32627700,Williams,711,Spain,Male,44,1,88506.42,4,0,1,184799.92,0,0,1,SILVER,806
3295,79787160,Thomas,779,France,Male,80,7,246732.66,4,0,0,118474.87,1,1,1,PLATINUM,270
3296,56887558,Miller,606,Germany,Male,96,9,156130.24,2,1,0,122932.25,0,0,1,SILVER,139
3297,44341886,Smith,374,France,Female,96,7,13456.1,1,0,1,175918.11,0,1,2,PLATINUM,669
3298,92965366,Anderson,423,France,Female,87,10,233482.17,1,0,1,156028.73,1,1,4,GOLD,274
3299,99882265,Lopez,549,Germany,Male,65,8,182636.61,2,0,1,196990.96,0,1,5,DIAMOND,855
3300,48770708,Thomas,328,France,Male,38,4,72826.53,1,1,0,102205.41,1,1,2,DIAMOND,767
3301,73206913,Taylor,653,Germany,Male,45,3,5242.69,4,0,0,143500.32,1,0,1,SILVER,293
3302,52043745,Garcia,733,Germany,Male,20,7,10442.0,4,0,0,11248.4,0,0,1,DIAMOND,629
3303,33663921,Martinez,439,Spain,Female,94,6,204206.98,3,1,0,39103.06,1,1,5,DIAMOND,473
3304,30578295,Jackson,475,France,Male,47,5,45714.28,3,0,0,120100.97,1,0,4,SILVER,291
3305,35666042,Hernandez,829,Spain,Female,42,9,5699.89,1,0,0,145030.84,0,0,5,GOLD,575
3306,14727233,Martinez,407,Spain,Female,83,7,112317.65,4,0,0,4503.61,0,1,3,SILVER,368
3307,81059115,Jones,342,Germany,Male,66,6,134919.15,2,0,0,114574.47,1,0,3,GOLD,309
3308,53520421,Miller,460,Germany,Female,39,5,72701.4,4,1,1,113883.28,0,0,5,SILVER,461
3309,52610233,Gonzalez,720,Spain,Female,88,3,92897.79,1,1,1,186823.7,0,0,4,PLATINUM,864
3310,12709247,Hernandez,619,Spain,Female,78,8,67180.58,4,1,0,13044.32,0,0,4,GOLD,62
3311,81775702,Lopez,586,Germany,Female,54,2,1841.96,1,1,0,119809.46,0,1,5,SILVER,169
3312,18493928,Williams,602,Spain,Female,27,6,73399.41,4,1,0,55300.97,1,1,2,SILVER,637
3313,18102350,Thomas,347,France,Female,60,10,184336.45,4,1,1,157263.92,1,1,5,DIAMOND,409
3314,31104701,Williams,312,France,Female,70,5,170949.78,2,0,0,78945.66,0,1,5,SILVER,93
3315,93028364,Hernandez,615,Spain,Male,45,6,164920.07,1,1,0,141898.5,0,1,4,GOLD,128
3316,92406672,Jackson,783,Germany,Male,26,5,174180.55,2,1,1,195860.61,0,0,5,DIAMOND,804
3317,92855196,Lopez,422,Germany,Female,99,3,202125.57,2,0,0,65811.11,1,1,2,DIAMOND,658
3318,21695962,Hernandez,457,France,Female,79,10,5519.02,2,0,1,57352.89,1,0,1,GOLD,71
3319,10245936,Davis,710,Spain,Female,88,6,103753.03,1,0,0,137748.08,0,0,2,DIAMOND,804
3320,60258042,Thomas,737,France,Female,44,5,26253.18,4,1,0,60116.48,0,1,5,DIAMOND,234
3321,28483185,Garcia,737,Germany,Male,29,9,3782.13,2,1,1,68744.14,0,1,4,PLATINUM,241
3322,20175936,Johnson,313,France,Male,96,5,13676.21,4,0,1,63955.35,1,1,1,GOLD,613
3323,80182239,Rodriguez,559,Spain,Male,49,3,170357.4,2,1,1,6395.86,0,0,1,DIAMOND,81
3324,85681741,Hernandez,401,France,Female,98,4,40701.05,4,1,1,63583.22,0,0,1,PLATINUM,824
3325,82335124,Lopez,388,Germany,Male,87,3,230531.76,3,0,1,92940.99,1,0,3,GOLD,439
3326,39786158,Jones,848,Germany,Male,42,2,107116.26,3,0,1,42277.65,1,1,3,GOLD,701
3327,82982098,Hernandez,680,Spain,Male,77,2,68147.03,4,0,0,155848.33,0,0,2,DIAMOND,855
3328,45354004,Martin,509,Germany,Male,94,6,63918.79,4,0,0,46987.15,1,0,1,GOLD,69
3329,57057979,Brown,707,Spain,Male,42,3,22044.64,4,0,0,143473.5,0,1,1,SILVER,116
3330,45471025,Smith,689,France,Female,74,8,184336.54,1,1,0,57257.33,1,0,4,PLATINUM,232
3331,23126924,Moore,589,Germany,Male,49,5,201211.37,1,0,0,132391.46,0,1,4,DIAMOND,761
3332,90777579,Williams,489,France,Male,77,9,70283.53,4,1,0,118222.42,0,1,1,DIAMOND,369
3333,48559069,Garcia,474,France,Female,93,10,236750.68,1,1,0,112758.57,0,1,5,DIAMOND,671
3334,18250806,Miller,353,Spain,Female,74,7,163971.15,1,1,0,55379.68,1,1,2,PLATINUM,572
3335,96765211,Anderson,736,France,Male,62,0,67565.49,4,0,1,53274.69,0,1,5,SILVER,816
3336,67642039,Anderson,481,France,Female,43,2,204490.85,2,0,0,41079.25,0,1,3,GOLD,187
3337,18941222,Wilson,823,Spain,Male,27,10,191975.06,4,0,1,177724.68,1,0,4,PLATINUM,272
3338,58824605,Smith,502,Germany,Male,62,0,166403.02,2,1,1,194685.76,0,0,4,SILVER,959
3339,61434030,Anderson,741,France,Female,82,6,104436.6,2,1,1,127022.52,1,0,1,PLATINUM,72
3340,45890146,Martinez,390,Spain,Male,71,6,127495.47,1,0,1,121962.08,0,1,1,PLATINUM,196
3341,58519923,Gonzalez,533,Spain,Male,25,6,180256.63,1,1,0,165645.61,0,1,5,PLATINUM,133
3342,98960281,Rodriguez,789,Germany,Male,34,3,202581.53,2,0,0,107659.0,0,0,5,SILVER,513
3343,97324013,Garcia,849,Spain,Female,91,9,162015.63,2,0,0,38473.75,0,0,5,PLATINUM,762
3344,25584912,Martinez,396,Spain,Male,71,4,138801.94,4,1,0,100784.18,1,0,4,PLATINUM,389
3345,72308188,Anderson,400,Germany,Male,43,3,178178.94,2,1,0,193904.96,1,1,3,DIAMOND,667
3346,48214660,Rodriguez,822,France,Male,31,6,9380.32,3,1,1,161469.9,1,0,2,PLATINUM,107
3347,35124150,Garcia,769,France,Female,42,6,161557.81,3,0,0,174301.16,1,0,2,DIAMOND,934
3348,25214133,Thomas,610,Germany,Male,85,6,150451.86,1,0,1,27315.65,1,0,2,SILVER,291
3349,35682402,Jackson,524,France,Female,18,1,87755.94,4,0,0,89147.77,0,0,1,PLATINUM,285
3350,12347984,Taylor,535,Spain,Male,47,0,90489.77,1,0,1,39740.32,1,1,2,SILVER,235
3351,57311561,Johnson,560,Spain,Male,62,6,120645.3,4,0,0,3240.36,1,0,3,GOLD,597
3352,27623414,Jackson,531,Spain,Female,47,1,36173.45,4,0,1,84359.86,1,0,2,PLATINUM,59
3353,14391107,Hernandez,604,Spain,Male,59,1,223480.06,1,0,1,184325.6,0,0,5,GOLD,725
3354,16463360,Gonzalez,757,France,Female,65,9,146901.73,4,0,0,39801.61,0,0,3,PLATINUM,205
3355,75109151,Rodriguez,840,Spain,Female,74,0,6110.04,4,1,0,61610.71,1,1,2,SILVER,739
3356,92933917,Garcia,682,Germany,Female,56,9,36077.75,4,1,0,35413.27,0,1,5,GOLD,265
3357,14863728,Lopez,676,Spain,Male,59,0,55306.66,1,0,1,104057.72,1,1,3,PLATINUM,546
3358,30634189,Miller,404,Spain,Male,55,0,76790.08,2,1,0,150736.61,0,0,5,PLATINUM,61
3359,99907469,Brown,369,Germany,Female,87,1,139584.0,4,0,0,20833.23,1,1,2,SILVER,917
3360,49897300,Martin,728,Germany,Male,78,2,75490.49,3,1,0,35289.54,1,1,1,DIAMOND,319
3361,69953211,Hernandez,806,Spain,Female,51,3,40895.65,2,1,0,2092.96,0,0,4,PLATINUM,216
3362,31648624,Taylor,548,France,Female,36,9,179557.33,2,1,0,100717.97,1,1,3,PLATINUM,457
3363,17256358,Moore,563,Spain,Female,100,1,124269.95,3,0,1,143877.86,1,1,2,PLATINUM,24
3364,24672428,Wilson,550,Spain,Male,61,10,37790.9,3,1,0,60833.99,0,1,1,PLATINUM,396
3365,10853846,Martinez,366,France,Male,97,5,106410.34,3,0,1,18012.31,0,0,1,GOLD,870
3366,45478011,Brown,374,Spain,Female,81,10,117803.03,2,0,1,80581.71,0,0,1,PLATINUM,697
3367,65772864,Moore,703,Spain,Male,36,1,106518.95,3,0,1,175330.84,1,1,2,DIAMOND,989
3368,82566956,Gonzalez,361,Germany,Male,39,3,161789.56,3,0,0,170766.41,0,0,1,PLATINUM,299
3369,16801376,Rodriguez,594,Spain,Male,72,6,153056.12,4,1,1,190958.36,0,0,5,SILVER,140
3370,94367576,Johnson,422,France,Female,100,9,62470.64,4,1,0,181965.34,1,1,3,PLATINUM,17
3371,44742674,Hernandez,320,Germany,Female,70,5,206937.62,2,1,0,158069.06,0,0,3,PLATINUM,617
3372,51432498,Johnson,733,Spain,Female,26,7,143029.8,2,0,1,101113.65,1,1,4,PLATINUM,508
3373,16590522,Smith,782,Germany,Female,18,3,196106.13,4,1,1,182107.71,1,1,3,PLATINUM,257
3374,50896110,Anderson,549,France,Female,30,5,98893.91,1,1,0,178563.56,1,1,5,SILVER,767
3375,47677296,Gonzalez,401,Germany,Male,77,8,149100.04,4,1,0,55019.28,1,0,4,GOLD,583
3376,28024046,Moore,650,Germany,Male,95,10,32919.87,3,0,0,4517.67,0,1,1,GOLD,103
3377,56484246,Williams,776,France,Male,31,4,103010.08,2,0,1,7290.01,1,0,3,SILVER,259
3378,66507403,Wilson,584,Germany,Male,48,4,29403.02,2,0,0,105310.53,1,1,2,DIAMOND,21
3379,18434655,Taylor,481,France,Male,77,1,105409.03,4,0,1,194057.88,0,1,4,DIAMOND,276
3380,73644545,Hernandez,472,France,Female,35,3,249777.65,3,1,1,36092.89,0,0,3,PLATINUM,790
3381,81351346,Davis,614,France,Male,78,4,211728.91,3,0,0,191388.7,1,0,2,PLATINUM,536
3382,49924737,Smith,348,France,Male,99,4,89489.94,1,1,1,163802.38,0,0,5,PLATINUM,756
3383,77545697,Wilson,447,Germany,Male,75,4,229261.78,1,0,0,134123.6,0,1,3,PLATINUM,643
3384,55751060,Lopez,451,Spain,Female,98,2,66959.55,3,0,1,138879.92,1,0,3,DIAMOND,263
3385,32143483,Martin,785,Spain,Male,60,5,107114.48,3,1,0,80852.61,0,1,5,GOLD,75
3386,23384124,Williams,787,France,Female,31,3,136959.41,4,1,0,130544.33,0,0,2,SILVER,996
3387,84578586,Martinez,353,France,Male,50,4,30564.05,2,0,0,174692.69,1,1,1,SILVER,721
3388,68929894,Thomas,497,Germany,Male,92,4,99754.45,1,0,1,176817.37,0,0,2,GOLD,318
3389,64098021,Gonzalez,409,Spain,Male,100,5,58186.72,4,0,1,10621.45,0,1,4,GOLD,548
3390,91374511,Moore,509,Spain,Female,85,7,249217.6,4,0,1,100538.6,0,1,3,DIAMOND,341
3391,78223559,Thomas,674,Spain,Male,63,8,10591.12,3,0,0,51948.68,1,1,4,GOLD,402
3392,91984044,Rodriguez,648,Germany,Female,21,2,202712.13,3,0,1,121211.06,1,1,2,PLATINUM,980
3393,87962388,Rodriguez,475,Germany,Female,77,0,47449.2,3,0,0,85681.82,1,0,3,DIAMOND,13
3394,32150567,Smith,834,Spain,Male,29,1,245570.6,2,1,0,146186.04,1,1,3,DIAMOND,387
3395,62116867,Rodriguez,341,France,Female,99,7,201150.6,3,1,0,94206.92,1,1,4,PLATINUM,107
3396,71374338,Anderson,695,France,Male,87,7,210459.05,3,0,0,19447.53,0,1,3,DIAMOND,907
3397,85765443,Smith,797,Germany,Female,34,4,249491.34,3,0,0,79813.57,0,1,4,DIAMOND,511
3398,41598074,Garcia,746,France,Female,60,8,77490.42,4,1,0,97214.23,1,1,3,SILVER,855
3399,90838331,Brown,551,France,Male,47,6,87800.59,4,1,0,190632.92,1,0,5,DIAMOND,900
3400,64242403,Wilson,540,Spain,Male,27,4,87174.68,3,1,0,72340.65,0,1,5,SILVER,870
3401,63280417,Thomas,451,Germany,Female,58,0,12492.94,3,1,0,163672.57,1,1,2,SILVER,171
3402,89537333,Jackson,493,Spain,Female,37,4,158675.18,2,1,1,40690.39,0,0,5,PLATINUM,295
3403,69294144,Gonzalez,334,France,Female,18,5,25761.95,3,1,0,164794.53,1,0,3,PLATINUM,765
3404,27251756,Martinez,385,France,Male,27,4,135985.11,3,0,1,188130.3,1,0,1,PLATINUM,648
3405,72002014,Gonzalez,808,Germany,Female,97,4,90569.36,2,0,0,38224.49,1,1,4,SILVER,873
3406,21978960,Brown,308,Germany,Male,73,9,124046.57,3,1,1,160882.18,1,1,1,GOLD,805
3407,92509178,Davis,570,Spain,Male,56,10,98325.64,1,1,1,2522.77,1,0,5,PLATINUM,817
3408,93077571,Garcia,446,Germany,Female,100,10,40261.99,3,0,1,26841.25,1,1,5,PLATINUM,552
3409,95151916,Rodriguez,465,France,Female,53,5,65005.13,3,0,0,106285.94,1,0,5,GOLD,149
3410,21656486,Hernandez,680,Spain,Male,32,9,208722.82,3,0,0,67925.2,1,1,2,DIAMOND,140
3411,48624849,Martinez,587,Germany,Male,57,8,141414.54,2,1,0,44756.1,1,0,5,GOLD,435
3412,20465929,Martin,538,Germany,Female,49,8,29033.41,1,1,1,134156.7,0,0,2,GOLD,195
3413,45453755,Anderson,336,Germany,Male,70,2,221977.94,2,0,0,172981.9,0,0,1,GOLD,251
3414,20310604,Jones,574,Spain,Female,32,1,183576.28,2,1,1,195849.71,1,1,2,SILVER,525
3415,94787678,Miller,732,Spain,Female,90,5,194830.61,1,0,1,45464.74,0,1,3,GOLD,383
3416,40418585,Gonzalez,762,France,Female,85,7,89004.03,2,1,0,81716.97,0,0,4,GOLD,180
3417,97158713,Brown,775,Germany,Male,88,0,96495.63,4,1,0,163006.07,0,1,4,DIAMOND,641
3418,86133054,Anderson,739,Spain,Female,79,5,164268.33,2,1,1,130778.76,1,1,3,PLATINUM,919
3419,36230156,Taylor,317,France,Male,30,8,203703.48,4,1,0,104502.72,0,0,4,DIAMOND,909
3420,39789655,Taylor,572,Spain,Male,69,3,632.98,1,0,0,93666.51,1,1,3,SILVER,551
3421,20568239,Thomas,426,Germany,Female,42,7,7108.94,1,0,0,72922.54,1,0,4,DIAMOND,901
3422,69530305,Taylor,359,Spain,Male,84,4,71628.51,1,0,0,138852.55,0,1,1,DIAMOND,645
3423,20400051,Miller,475,Germany,Female,36,3,167329.36,2,0,0,82782.11,1,0,3,PLATINUM,836
3424,85631017,Jones,607,France,Male,95,0,6395.24,3,1,0,135417.76,1,0,2,DIAMOND,193
3425,37035780,Rodriguez,700,Germany,Male,41,6,143607.26,2,0,1,85605.45,1,1,2,DIAMOND,864
3426,30869102,Moore,551,Spain,Female,36,6,237560.74,4,1,0,187545.64,1,0,1,SILVER,382
3427,80200605,Moore,436,France,Female,94,8,133845.02,1,0,1,102613.5,1,0,4,GOLD,32
3428,59857025,Gonzalez,702,France,Male,73,3,78841.05,3,0,0,191665.71,1,1,2,GOLD,724
3429,79722447,Thomas,642,Germany,Male,27,5,15957.96,3,1,1,197028.31,0,0,1,SILVER,900
3430,72806215,Anderson,839,Germany,Male,43,8,79355.29,2,1,0,4039.45,1,1,2,PLATINUM,257
3431,76719352,Hernandez,803,Germany,Male,91,1,248451.01,2,0,0,130672.68,1,0,1,SILVER,288
3432,72741799,Wilson,697,France,Male,18,1,150512.01,4,1,0,185146.5,1,1,4,GOLD,184
3433,24803745,Martinez,709,Spain,Male,19,9,132102.48,4,1,0,119764.29,0,1,1,PLATINUM,339
3434,91716141,Jones,716,Germany,Male,33,0,114896.4,4,1,1,61224.1,0,1,4,DIAMOND,710
3435,86457747,Williams,562,Germany,Male,81,7,176789.71,1,0,0,81662.24,0,1,3,SILVER,781
3436,66664687,Moore,516,Spain,Male,25,10,170898.35,3,1,1,97698.29,0,1,4,PLATINUM,792
3437,42911371,Johnson,402,France,Male,78,4,198265.89,4,0,1,104761.87,0,1,1,DIAMOND,611
3438,87403643,Taylor,331,Spain,Female,38,3,139671.53,2,1,1,17061.62,0,0,5,GOLD,544
3439,49426549,Jackson,369,Spain,Female,93,7,104426.08,1,0,0,114214.66,1,1,1,SILVER,887
3440,84051963,Wilson,772,France,Female,91,9,213284.57,4,1,1,151902.78,1,1,2,DIAMOND,695
3441,36044641,Lopez,314,Spain,Female,35,1,144525.51,1,1,0,38858.39,1,1,4,SILVER,276
3442,41461603,Martin,434,Spain,Female,77,4,233747.25,3,0,1,61877.87,1,0,3,DIAMOND,905
3443,85094802,Thomas,505,Germany,Male,32,7,89412.64,4,1,0,22465.38,0,1,4,GOLD,285
3444,68364977,Wilson,596,France,Female,93,7,189936.93,3,1,1,25102.68,0,1,3,SILVER,982
3445,95938269,Martin,764,Germany,Male,25,5,64349.69,1,1,1,140962.02,0,0,2,DIAMOND,53
3446,23709209,Wilson,756,France,Female,34,0,191943.38,1,1,1,165391.61,0,1,4,PLATINUM,650
3447,75696752,Lopez,773,Germany,Female,70,10,103169.12,2,0,1,56050.14,1,0,5,PLATINUM,469
3448,13245166,Smith,424,Spain,Female,27,1,104689.72,1,0,1,147877.71,1,1,4,DIAMOND,368
3449,13122482,Johnson,786,Spain,Female,54,1,79002.35,4,1,1,57980.88,1,0,2,SILVER,707
3450,92697352,Thomas,422,France,Female,29,0,154405.77,1,0,0,175519.67,1,1,1,DIAMOND,588
3451,15329830,Williams,320,Spain,Female,83,8,223933.19,3,1,1,74951.46,0,0,1,PLATINUM,935
3452,86971194,Johnson,532,Germany,Male,96,0,176272.6,3,1,0,140777.84,0,1,1,PLATINUM,471
3453,77822354,Miller,711,France,Male,93,9,142200.25,4,0,0,187087.74,0,0,2,GOLD,462
3454,59094368,Miller,829,France,Female,93,3,46999.49,3,1,1,53090.97,0,0,4,PLATINUM,271
3455,61622268,Thomas,671,France,Male,49,3,227553.1,3,1,1,28631.33,1,1,3,PLATINUM,567
3456,53205184,Davis,677,Germany,Female,34,6,136035.13,3,0,1,177783.01,0,0,5,GOLD,719
3457,27018110,Johnson,658,France,Male,65,3,175351.79,1,0,1,197710.78,0,0,2,PLATINUM,355
3458,85621656,Lopez,417,France,Male,21,10,130025.0,4,0,0,190684.85,1,1,1,DIAMOND,777
3459,22548491,Anderson,411,France,Female,51,0,93182.11,3,0,1,14720.39,1,0,5,SILVER,965
3460,78068100,Jones,379,Spain,Female,32,5,68965.73,3,1,1,85326.15,1,1,3,PLATINUM,647
3461,25134112,Williams,313,Spain,Male,66,10,50850.22,2,0,0,103937.24,1,1,2,GOLD,689
3462,87371501,Rodriguez,365,France,Male,60,8,123964.47,1,1,0,36704.41,1,0,4,GOLD,251
3463,88061700,Moore,613,Germany,Male,33,9,188455.6,3,0,1,178663.85,1,0,5,SILVER,629
3464,84063575,Taylor,452,Spain,Female,30,7,209984.83,4,0,1,196813.95,0,1,1,GOLD,454
3465,31385656,Brown,316,Germany,Male,46,1,100170.42,1,1,1,156806.26,1,0,2,DIAMOND,918
3466,10361190,Garcia,540,Spain,Male,68,2,30023.11,3,0,1,4556.47,1,0,3,PLATINUM,434
3467,58765454,Brown,362,France,Female,85,4,162078.03,3,1,1,146468.03,1,1,5,GOLD,695
3468,24435317,Davis,487,Germany,Female,39,1,19400.0,1,1,1,97546.64,1,0,3,GOLD,335
3469,80046188,Taylor,316,Spain,Male,67,9,5058.98,1,1,0,186747.5,1,0,1,PLATINUM,119
3470,33687470,Martin,421,France,Female,42,10,174737.15,3,0,0,3540.42,0,1,3,SILVER,301
3471,49715185,Moore,692,France,Male,85,1,228589.24,1,0,0,93589.79,0,1,4,GOLD,49
3472,85073326,Jones,452,Spain,Male,82,4,26582.43,4,1,0,99047.33,0,1,5,SILVER,833
3473,83685027,Jackson,407,Germany,Female,45,3,102671.56,3,1,0,148014.99,0,0,5,SILVER,45
3474,34785298,Davis,662,France,Male,86,8,88751.18,3,1,1,37313.98,0,0,5,GOLD,741
3475,69529554,Miller,654,France,Male,22,0,197444.76,3,0,1,103131.82,1,1,2,SILVER,504
3476,84298884,Wilson,425,France,Female,96,4,119802.95,1,1,0,3500.7,1,1,4,DIAMOND,262
3477,95425787,Gonzalez,366,Germany,Female,95,7,50647.92,1,0,1,45173.64,1,1,4,SILVER,414
3478,72946445,Williams,348,Spain,Female,57,0,131862.04,2,1,0,118754.5,0,0,1,SILVER,314
3479,10282842,Martin,701,France,Female,85,8,86678.41,4,0,0,132829.04,1,0,4,GOLD,111
3480,25920572,Martinez,322,Spain,Female,47,3,189992.41,3,0,1,12852.14,1,1,5,DIAMOND,130
3481,56165052,Martin,567,France,Female,30,2,90293.16,4,1,0,79853.1,1,0,5,PLATINUM,622
3482,83816080,Gonzalez,588,France,Female,33,6,227750.91,1,0,1,91971.4,1,0,2,SILVER,614
3483,33037982,Rodriguez,365,Germany,Female,66,5,121457.89,2,0,0,34408.44,1,1,1,SILVER,933
3484,55365628,Johnson,450,Spain,Male,41,0,180458.01,1,1,1,181884.65,0,1,3,DIAMOND,489
